电影名称,评论人,评论时间,评论内容,location,有用
哈利·波特与死亡圣器(下) 短评,醉斜阳,2011/7/21,我一起成长的电影，多多少少都有些留恋，虽然男剧情发展他们现在17岁，但是我们都懂，我们都慢慢的不再是那个太阳花一样的年纪。看上集的时候忍不住抹了抹眼角，我想伤感的不只是剧情吧，还有我们一去不复返的充满了期待的年纪。,,0
心花路放 短评,菊花点穴兽,2014/6/14,1、连他妈90后也这么怂！2、你个大傻逼，你他妈不看后面啊！——就这两块，笑哭我了…,,0
哈利·波特与死亡圣器(下) 短评,八宝,2011/7/21,一晃十年，曾经滚瓜烂熟的咒语，曾经被用来练习挥杖的糖葫芦棍，还有偷偷攒钱买的英文版1-7，那些模糊又清晰的回忆，在这个夏天，就像是一场华丽的告别式。再见，何时再见。,,0
武林外传 短评,侯卖卖,2010/8/26,冲那谁做地动画也要看一下啊,北京,0
哈利·波特与死亡圣器(下) 短评,Daisy,2011/7/21,从小学开始就追捧，现在是梦的最后一部,上海,0
心花路放 短评,阿颛,2014/6/14,宁浩徐峥黄渤，这是个品牌,,0
武林外传 短评,MikilyMing,2010/8/26,不知道电影版的跟电视剧的相比，有什么突破·····,广东广州,0
武林外传 短评,小魚Erin,2010/8/26,有这么好看？,陕西西安,0
心花路放 短评,Kaitlyn,2014/6/14,想看但没能去看 黄渤和徐峥在一起肯定擦出不少火花,,0
武林外传 短评,run-bb,2010/8/26,"我觉得广电总局挺好,从来不搞啥MONOPOLY OF IDEOLOGY你说是吧!",上海,0
哈利·波特与死亡圣器(下) 短评,Antevasin_SS,2011/7/21,不知如何面对7月15   11年哈利结束，哈迷10多年，渴望看又惧怕，每念至此，悲怆扑面，有形抑或无形的潸然泪下……,"Paris, France",0
武林外传 短评,hebi,2010/8/26,口碑似乎不错，可惜还没看过,,0
哈利·波特与死亡圣器(下) 短评,OceanDog,2011/7/21,其实很不希望这个故事结束 就像当时死亡圣器那本书我买回来之后 放了一年才开始阅读,,0
武林外传 短评,长歌十里,2010/8/26,买房吧,江苏苏州,0
武林外传 短评,梳离,2010/8/26,想看看电影版的到底能不能超越电视版的。期待ing！,,0
哈利·波特与死亡圣器(下) 短评,lisel,2011/7/21,虽然电影只看了一、四，不过最后一集，还是看看吧,,0
哈利·波特与死亡圣器(下) 短评,蒜留香,2011/7/21,我想把所有的都再看一遍。接受十几个小时的连续轰炸。那我一定会哭出来的。毫不犹豫的。,江苏苏州,0
武林外传 短评,j u n,2010/8/26,最喜欢老白了,"Paris, France",0
武林外传 短评,viola,2010/8/26,还是电视剧好看一点吧~~,,0
匆匆那年 短评,allenjang,2014/11/19,MV都比致青春强多了,,0
武林外传 短评,寥寥,2010/8/26,想念他们了~,,0
武林外传 短评,Vincent,2010/8/26,以前就喜欢看电视剧版的《武林外传》。,广西桂林,0
武林外传 短评,峻岭,2010/8/26,情节,北京,0
武林外传 短评,梅子酒,2010/8/26,I'M 忠实粉丝,北京,0
匆匆那年 短评,景生。,2014/11/19,只能在电影里找逝去的青春。,,0
匆匆那年 短评,君aiTOMA,2014/11/19,为了彭于晏,,0
匆匆那年 短评,Christy轩轩,2014/11/19,因为音乐就轰动网络的电影，小说很不错，还是比较期待的,江苏南京,0
武林外传 短评,偶是叁叁sama,2010/8/26,很想看哦~~~可惜最近都没有什么时间·~~谁有连接让我下来电脑看吧~~~~,,0
匆匆那年 短评,cherish,2014/11/19,好看吗？,,0
武林外传 短评,江山风月,2010/8/26,"习惯了喜欢他们几个,也就习惯了期待这部电影，虽然朋友的评价并不很高。",,0
匆匆那年 短评,凌烟渡飞白,2014/11/19,伦家一定会去电影院支持彭于晏滴 毕竟他以前是伦家初恋的理想型Y(^_^)Y害羞,,0
武林外传 短评,丢了难找小悠宝,2010/8/26,很想人肉翻墙回国看！,山东济南,0
匆匆那年 短评,凉玉小宝,2014/11/19,想看，阿菲最近的歌也都是贡献给朋友的电影了。但是，我会跟你去看的，尽管，你看你喜欢的男生，我听我喜欢的歌。,广东深圳,0
武林外传 短评,叁実,2010/8/26,不报期待，没有失望。,北京,0
匆匆那年 短评,LULU,2014/11/19,喜欢的姑娘又有新电影了 好事好事,辽宁大连,0
匆匆那年 短评,恨透了时间,2014/11/19,谁和我一起去看呢,,0
匆匆那年 短评,知眠,2014/11/19,想看,,0
匆匆那年 短评,流鼻涕的Cc,2014/11/19,印象很深的一部小说，希望至少能达到《同桌的你》的水平。,,0
匆匆那年 短评,马里亚纳乳沟。,2014/11/19,原著狗，没打算看，看见演员表就知道电影毁了原著…,山东济南,0
武林外传 短评,绿色小雏菊,2010/8/26,只觉得标签还是用“武林外传”最为纯粹。当年给我们带来巨大笑料的情景喜剧，现在每年还在播出，当年学习的时候总是拿它当娱乐，现在的电影版似乎也不只是一个新的电影那种简单，而是对小时候那种单纯的快乐的回顾吧。还记得ex经常说的一句话：照顾好我七舅老爷。我期待着它。,,0
武林外传 短评,嘴哥儿,2010/8/26,墙裂想看,辽宁大连,0
匆匆那年 短评,奔小康的左直溜,2014/11/19,冲这几个演员也得支持一下票房，老子给你们发钱去,北京,0
匆匆那年 短评,刘搅屎,2014/11/19,张一白导演👍,,0
匆匆那年 短评,想喝一点点,2014/11/19,据说电视剧比电影好看。歌儿都听过好几遍了。,上海,0
匆匆那年 短评,君恒归来0408,2014/11/19,怀念青春,,0
匆匆那年 短评,灯亮抱紧你,2014/11/19,以后看,,0
匆匆那年 短评,Mushroom,2014/11/19,只恨太匆匆,,0
匆匆那年 短评,一瓣柠檬,2014/11/19,对这类青春题材是心怀期待的，虽然一次次失望还是心怀期待，走到青春尽头的人，总是希望回头能看到自己的影子。,,0
匆匆那年 短评,我是猪肉小丸子,2014/11/19,彭于晏那倔强的小鼻子绝对不是我心中的陈寻，但因为看到tv版的贾志国，我只能认了…,,0
心花路放 短评,Azurepeng,2014/9/18,电影怎么样不知道，但可以预见到的是，大理的游客又要变多了，路又要变挤了，物价又要上涨了==,云南大理,0
心花路放 短评,wenkaishui,2014/9/18,袁泉,上海,0
心花路放 短评,牛二囍,2014/9/18,内地喜剧市场三大保障，错不了,,0
心花路放 短评,flowersnow,2014/9/18,黄渤的歌声真的不错,云南红河,0
心花路放 短评,龙之魂earth,2014/9/18,剧情怎么这么像翻版的一路向西，，，,,0
心花路放 短评,小思设计,2014/9/18,不知道好看不？？,河南安阳,0
心花路放 短评,莫小涂,2014/9/18,就是喜欢黄渤 哈哈 我老公也喜欢。,,0
心花路放 短评,琪琳,2014/9/18,看多伦多电影节上反映不错,,0
心花路放 短评,一棵葱,2014/9/18,标准配置,,0
心花路放 短评,幼兽师傅,2014/9/18,必须去院线磕~~~~~~~,天津,0
心花路放 短评,阿焦文字,2014/9/18,喜欢黄渤的幽默，所以期待，演技棒的人，喜剧非常有内涵！,,0
心花路放 短评,晟儿^_^,2014/9/18,国产电影新概念之“车震片”,,0
心花路放 短评,权志思,2014/9/18,喜剧,吉林长春,0
心花路放 短评,萧十一郎。,2014/9/18,越来越喜欢徐峥。,上海,0
心花路放 短评,Yuxiemmy,2014/9/18,也是找不到资源,,0
心花路放 短评,jingyappi,2014/9/18,第5届豆瓣电影鑫像奖,,0
心花路放 短评,河蟹爬啊爬,2014/9/18,好想看！！！,"Rochester, United States",0
心花路放 短评,心死的狗子,2014/9/18,汪有,湖北武汉,0
心花路放 短评,康康Lotus,2014/9/18,想看两演员都是实力派很喜欢，特有幽默感,,0
心花路放 短评,被逼上架的鸭子,2014/9/18,看过几段。。。不错,,0
武林外传 短评,AugIce,2011/1/27,我就喜欢大姚,,0
哈利·波特与死亡圣器(下) 短评,宇宙,2011/7/31,咩，有点想看。,上海,0
哈利·波特与死亡圣器(下) 短评,静居士,2011/7/31,为什么还不能看啊T T.........,,0
武林外传 短评,即墨ღ锦纹,2011/1/27,里面的喻恩泰看着越发混账了,北京,0
匆匆那年 短评,cattydan,2014/11/6,谁没几块结不了痂的伤没几个醒不明白的梦。,,0
武林外传 短评,cherry,2011/1/27,一等就是五年，听说姚晨离婚了，心目中许多的美好都会随时间而打破,四川成都,0
哈利·波特与死亡圣器(下) 短评,dj,2011/7/31,遗憾没有去电影院看,,0
匆匆那年 短评,安宸是我,2014/11/6,匆匆那年，太匆匆……,北京,0
武林外传 短评,猫呼噜,2011/1/27,闲的无聊~,北京,0
匆匆那年 短评,唯物最治愈,2014/11/6,看这片名，就心动了撒。。,福建福州,0
武林外传 短评,马文,2011/1/27,啥？没有莫小贝？！,上海,0
匆匆那年 短评,小明崽,2014/11/6,热门青春小说改编电影,,0
匆匆那年 短评,小清新轩轩,2014/11/6,追忆青春，校园爱情，很想看,,0
哈利·波特与死亡圣器(下) 短评,krily,2011/7/31,一直都没机会看到最后一部😭😭😭  好想看,,0
匆匆那年 短评,橙子还有夏天,2014/11/6,过几天可能一个人去看,上海,0
武林外传 短评,阿凛,2011/1/27,super xiangkan!!!!!,北京,0
哈利·波特与死亡圣器(下) 短评,Sunny F.,2011/7/31,我在想象着当最后的“the end”升上屏幕时我的心情会是如何。,,0
哈利·波特与死亡圣器(下) 短评,凸猫爪凸,2011/7/31,最后一部？确定？,河南鹤壁,0
武林外传 短评,Tuchuxiaopao ,2011/1/27,不太喜欢电影版的特技，还是怀念电视剧的感觉,吉林长春,0
武林外传 短评,千一,2011/1/27,不管别人怎么说，《武林外传》在我心中可以排到最爱情景喜剧Top3.,,0
匆匆那年 短评,adrian113,2014/11/6,很看好华谊兄弟旗下艺人：郑恺（他会红），期待一下！,上海,0
武林外传 短评,瞳,2011/1/27,武林外传可以说是内地的情景喜剧里面最成功的一部了！,,0
哈利·波特与死亡圣器(下) 短评,哈利路亚chance,2011/7/31,没办法啊。。下午刚看了上，下能空着么。。,北京,0
匆匆那年 短评,陪我一世时光,2014/11/6,看过电视剧的，电影还是有点期待的。,浙江杭州,0
匆匆那年 短评,秋海斯天,2014/11/6,跟同桌的回忆。会产生共鸣。,,0
武林外传 短评,redfox10,2011/1/27,因为某人，到现在也没看成!Cao！,北京,0
哈利·波特与死亡圣器(下) 短评,[已注销],2011/7/31,随便不是特别热衷，还是很想看,,0
哈利·波特与死亡圣器(下) 短评,RedMelanie,2011/7/31,我是个有始有终的好孩纸。。,,0
哈利·波特与死亡圣器(下) 短评,无小非MUMU,2011/7/31,看了这么多年的连续剧，怎么也要看下结局吧,,0
武林外传 短评,labrador,2011/1/27,好想看好想看T T,,0
哈利·波特与死亡圣器(下) 短评,fleap@豆瓣,2011/7/31,感谢哈利陪伴10年 Like never before. Like never again 我们体内的一部分“自己”死去，才换来了另一部分的“新生”,浙江宁波,0
哈利·波特与死亡圣器(下) 短评,嚼米饭,2011/7/31,oh!yeah!荣升9.0！,,0
匆匆那年 短评,白兔糖,2014/11/6,电影不错，月薪5000，招销售助理，希望你是全职妈妈 爱美女士 在家待业者 在校学生，工作时间自由，我是个年轻妈妈，边带孩子边自己创业，短短两个月，做到了团队第一，月收入已过万。只要你认真肯学，我就会手把手教你，无需任何代理费，有意者加微信：809064134,,0
武林外传 短评,包包,2011/1/27,连这个剧都木有看过的银默默飘过。。。,上海,0
哈利·波特与死亡圣器(下) 短评,一阵清风,2011/7/31,我居然没去看。。。不得不说是个遗憾,四川成都,0
武林外传 短评,7_3_7_3,2011/1/27,翻滚~想看~,,0
匆匆那年 短评,我说小欣欣啊,2014/11/6,张一白这个老流氓。,"Auckland, New Zealand",0
匆匆那年 短评,清风旭语,2014/11/6,主题歌很好听，之前电视剧版的反响不错，很期待电影,,0
匆匆那年 短评,blue,2014/11/6,再次“重逢”那个纯真年代,北京,0
匆匆那年 短评,妮娜,2014/11/6,怎么说呢，90后的电影，80后的故事，没有去看，看过的90后们都推荐。,,0
匆匆那年 短评,lemming,2014/11/6,我男神主演加女神献唱！！！,上海,0
匆匆那年 短评,轶珏,2014/11/6,说《小时代》算是90后的青春回忆……我觉得这个不，郭敬明到算。但我喜欢匆匆那年，我是80小尾巴。,,0
哈利·波特与死亡圣器(下) 短评,电台,2011/7/31,呵呵，说实话哈利系列就看过一部电影,,0
武林外传 短评,Mr.Lonelysoul,2011/1/27,额~貌似我想看嘛们~,四川成都,0
武林外传 短评,楚森,2011/1/27,电视剧的经典延续，让古代照进现实。,,0
匆匆那年 短评,Reem.,2014/11/6,九夜茴！,,0
哈利·波特与死亡圣器(下) 短评,L-cv,2011/7/31,和我一起长大,陕西西安,0
哈利·波特与死亡圣器(下) 短评,毛靠谱,2011/7/31,从小追到现在，目送了书本，接着就快送别胶片了……看得早已不是剧情，是属于我们这一代人的情结！,,0
哈利·波特与死亡圣器(下) 短评,小鱼^ ^,2011/7/31,有时候看电影不是因为有多么好看，只是因为它承载着许多我们的回忆,内蒙古包头,0
武林外传 短评,群青日和,2011/1/27,期待。,,0
匆匆那年 短评,华 迅,2014/11/6,我们要互相亏欠 要不然如何怀缅,北京,0
心花路放 短评,ccray37,2014/9/18,很期待啊，宁浩的电影总是猜不到结尾,,0
哈利·波特与死亡圣器(下) 短评,taiouluvme,2011/7/31,其实还是很期待下的，毕竟上的剧情算是坑爹了，他们就一直跑啊跑啊，下该真正打起来了才对，虽然好像又有对波的镜头。,,0
匆匆那年 短评,堇年,2014/11/6,好不好看都想看,,0
哈利·波特与死亡圣器(下) 短评,木扬,2011/7/31,最讨厌等上一年才能看另一半,,0
武林外传 短评,妖夜,2011/1/27,想乐呵乐呵~,陕西西安,0
匆匆那年 短评,childe,2014/11/6,彭于晏,,0
心花路放 短评,买海带啊坟蛋,2014/9/18,看到主演和导演，棒极了♂,上海,0
心花路放 短评,Maggie无药可救,2014/9/18,宁浩的场我必捧,,0
武林外传 短评,JustinTao_陶,2011/1/27,我想知道这些“看过”的人，是从哪里穿越来的，现在才16,,0
哈利·波特与死亡圣器(下) 短评,高腰秋裤钟草草,2011/7/31,the closure,香港,0
武林外传 短评,janb.A,2011/1/27,关掉7点档的电视剧，走进影院看新闻！,重庆,0
心花路放 短评,李行行,2014/9/18,周二见！,"New York City, United States",0
武林外传 短评,小翠绿,2011/1/27,！！！,北京,0
心花路放 短评,KBB,2014/9/18,国内今年好多好片子，可惜不在！！哭,"Los Angeles, United States",0
心花路放 短评,克洛伊小王子,2014/9/18,以为有这俩在里面一定很好笑，结果我真的笑不出来。。。,,0
心花路放 短评,暖心os,2014/9/18,重温,,0
心花路放 短评,minning,2014/9/18,感觉会令我爆笑,,0
心花路放 短评,改改名,2014/9/18,据说也不错我要去看看看看看看看！！！喜剧,北京,0
心花路放 短评,沈赋冰,2014/9/18,男神推荐的 不过公路片...先码着吧,四川成都,0
心花路放 短评,Jayden_bo,2014/9/18,等待cctv 6 好好看,山东青岛,0
心花路放 短评,fatina,2014/9/18,看到影院的预告片，乐死我了,,0
心花路放 短评,直隶举人,2014/9/18,徐峥,,0
心花路放 短评,佛小花,2014/9/18,等！！！,福建厦门,0
心花路放 短评,symphony,2014/9/18,黄渤,,0
心花路放 短评,风声边界,2014/9/18,宁浩出品，,,0
心花路放 短评,heartstring,2014/9/18,希望不要再拍成黄金大劫案这种渣渣,江苏苏州,0
心花路放 短评,乐天派奇幻漂流,2014/9/18,预告片还不错,"New York City, United States",0
心花路放 短评,丸,2014/9/18,这节剧情我喜欢,江苏苏州,0
心花路放 短评,isla_,2014/9/18,最近袁泉除了黄金时代接的是个正角其他都是路人…,四川成都,0
匆匆那年 短评,印度的鸭子,2014/12/4,准备去看咯！,,0
武林外传 短评,大璐肉丸子,2011/2/11,一直很想跟男友看这部电影、可惜.....,江西南昌,0
匆匆那年 短评,krr小可爱,2014/12/4,我们的那几年,辽宁沈阳,0
武林外传 短评,苦行,2011/2/11,看评价不高，但明知不好也得看啊，这经典,山西太原,0
匆匆那年 短评,Vero,2014/12/4,很想看这部电影，可是当看到女主的时候想看的念头就消了一半了。,,0
匆匆那年 短评,不二的丸子小姐_,2014/12/4,初中看的小说 最爱的小说 没有之一  最最最兴奋的是男神彭于晏主演！！！ 所以上映时候一定一定要去看！,,0
匆匆那年 短评,ELVA,2014/12/4,貌似感觉很好,,0
武林外传 短评,KA方分布,2011/2/11,这么高的分？,上海,0
匆匆那年 短评,丈量天涯,2014/12/4,这个电影很好看啊！嘿嘿,,0
武林外传 短评,小豆豆,2011/2/11,想看    每次去超市看着架子上的武林外传电影版DVD  很想支持下正版  却还是没有买   怕失望   怕里面每个都成长变的不一样  物是人非   也怕 他们依旧那样没改变   让我发现   其实自己早变的不是当初看无武林外传的自己了,,0
匆匆那年 短评,回眸倾城笑丶,2014/12/4,誒,,0
武林外传 短评,伟大的男人,2011/2/11,期待,上海,0
匆匆那年 短评,半情歌,2014/12/4,还没看电影版，电视剧版的挺好的，选角成功，尤其是乔燃。电影版的很多人说不如电视剧版的，现在很多打着青春的招牌吸金的电影，去影院看不值得，虽然不知道这部如何，但还是冲着彭于晏和郑恺想看，坐等吧,,0
匆匆那年 短评,butanelynn,2014/12/4,看过书还没考虑好看不看电影，据说电视剧更好看咧,,0
心花路放 短评,灵桐儿summer,2014/9/16,大理要火啊,福建厦门,0
武林外传 短评,拉哈鲁,2011/2/11,想看啊！,宁夏银川,0
匆匆那年 短评,圭壳,2014/12/4,看平分，顿时不想去看了，又一个可以吐槽的电影嘛！！！,,0
匆匆那年 短评,བློ་?TEn,2014/12/4,校园题材 的片子 比较喜爱,,0
失恋33天 短评,Evan,2014/11/26,130807XL,"Chicago, United States",0
心花路放 短评,銘逹,2014/9/16,看过多遍，居然没有标记。标记一下，周末再看。,,0
武林外传 短评,Life Designer.,2011/2/11,总归是算是续集,陕西西安,0
心花路放 短评,海洋之忻,2014/9/16,其实我觉得这张海报挺捞的,湖北武汉,0
失恋33天 短评,步停,2014/11/26,t2jiachang,北京,0
匆匆那年 短评,熊本无敌,2014/12/4,看了预告片，情绪太打人了，好想看,,0
失恋33天 短评,九命猫@victor-eyes,2014/11/26,芮哥说是豆瓣直播体小说改编，好亲切。。,上海,0
武林外传 短评,玛利小亚,2011/2/11,原来一下子就五年了。时间这快。我还记得TA说，喜欢无双。,湖北武汉,0
匆匆那年 短评,啊啊啊啊木,2014/12/4,很喜欢彭于晏，从他的仙剑一直到现在看了他很多的作品，感觉很好啊。匆匆那年，我们匆匆走过。我是学生喜欢校园生活的电影，比如青春派我们全班都看过的，很好看啦。,,0
心花路放 短评,五代,2014/9/16,没啥，就看徐峥和黄渤，袁泉了。,山东济南,0
失恋33天 短评,阿右,2014/11/26,这本书的真人化也忒快了吧,"Tōkyō, Japan",0
匆匆那年 短评,jh撕,2014/12/4,。。。,,0
武林外传 短评,[已注销],2011/2/11,非常期待,,0
匆匆那年 短评,欣欣然,2014/12/4,凝固的照片 不愿意岁月给你我留下残缺的悬念,,0
匆匆那年 短评,Alamo,2014/12/4,没看过小说原著的没有什么资格在那里乱评论电影，还有那些说电影不好的，好像你的青春都让狗吃了，彭于晏演高中生怎么了？有本事你演？,,0
匆匆那年 短评,为你疯狂,2014/12/4,初恋永远是最美好的，人生中的第一次怦然心动。,,0
匆匆那年 短评,…扶摇,2014/12/4,看完电视剧好想看电影啊，希望别让我失望咯,,0
武林外传 短评,Z.,2011/2/11,想当初我还演过呢-- 周末看,"New York City, United States",0
匆匆那年 短评,小维_,2014/12/4,被评论给打了回去，还要去看么？,,0
心花路放 短评,糊豆酱,2014/9/16,都说好看,四川宜宾,0
心花路放 短评,从此隐藏悲伤,2014/9/16,李荷西,,0
武林外传 短评,芙琅明歌,2011/2/11,期待><,陕西西安,0
匆匆那年 短评,浅步时光,2014/12/4,匆匆那年，已无法再回去，在毕业之前，一个人再认认真真的看一次这类电影，不为别的，只为我们曾经的匆匆那年,湖北襄阳,0
武林外传 短评,Samuel Siu,2011/2/11,一开始惊讶于这部电影的评分，一般来说，去年看到的国产片里就让子弹飞比较给力，这次这个评分也可以让我期待下吧,,0
武林外传 短评,123,2011/2/11,想看啊。。。。。。。。。。。。。。,,0
心花路放 短评,Frenchkiss,2014/9/16,听配乐好励志啊，渤哥我要去看首映！,上海,0
心花路放 短评,西卡,2014/9/16,想看੯ੁૂ‧̀͡u\੯ੁૂ‧̀͡u\,陕西西安,0
失恋33天 短评,彩戏师,2014/11/26,失恋不过是，那个故事已经换了主角。,山西朔州,0
失恋33天 短评,JillyWang,2014/11/26,似乎很火，恋都没有，哪来失恋？没完整看过一集赵宝刚的青春电视剧，对这帮赵宝刚演员没啥感情，期待不高，但还是看看吧。,,0
心花路放 短评,如梦之梦,2014/9/16,十·一期间最期待的电影,山东临沂,0
心花路放 短评,托9妞妞,2014/9/16,乐乐乐乐乐乐乐乐这个是一定要看的,上海,0
武林外传 短评,Andrew 鸣,2011/2/11,啥时可以出来..,上海,0
心花路放 短评,王建晔,2014/9/16,期待宁浩的新作品！,,0
武林外传 短评,迷糊°蛋卷,2011/2/11,期待哦~,,0
武林外传 短评,那么魔,2011/2/11,期待期待。一定去影院支持。,江西南昌,0
心花路放 短评,匿名小囧,2014/9/16,这电影都imax。。。,云南昆明,0
武林外传 短评,kidmirror,2011/2/11,评分这么高。。,北京,0
武林外传 短评,木易逆月,2011/2/11,不知道是不是真的好看,,0
心花路放 短评,静女其姝,2014/9/16,满心期待的去看，结果并不怎样，没有人在囧途那些搞笑，没看出什么内容，也没有什么让人笑的很开心的地方，没见到萌萌的周冬雨,,0
心花路放 短评,张小荣荣,2014/9/16,宁浩 很务实的人！还有郝云 很期待,,0
武林外传 短评,小草,2011/2/11,其实还好,江苏苏州,0
武林外传 短评,czyuhlh,2011/2/11,天啊，武林外传拍成电影了啊，电视剧我是超喜欢的，都看了N遍，喜欢白展堂,,0
心花路放 短评,♒木羊冊白夜行,2014/9/16,据说，是国庆档最好的爆米花电影,山西太原,0
失恋33天 短评,卫薇子603,2014/11/26,小说还不错的，导演也靠谱，看看？,上海,0
心花路放 短评,我和你,2014/9/16,我想和你看~,北京,0
心花路放 短评,明家大哥脑残粉,2014/9/16,宁浩 徐峥 黄渤 必看！,,0
失恋33天 短评,劳勃·拜拉席恩,2014/11/26,啥玩意~,,0
失恋33天 短评,蚊多多,2014/11/26,宣传这么足，好想看。,"Maputo, Mozambique",0
心花路放 短评,rikoriko,2014/9/16,数了一下，如果db的卡司表番手是对的话，亲友君正好十番2333任重道远啊。。,,0
失恋33天 短评,多常,2014/11/26,有那么好看嘛.?,广东广州,0
心花路放 短评,半路轻狂,2014/9/16,期待一场笑的盛宴！,,0
心花路放 短评,就爱看电影,2014/9/16,黄渤+徐峥，得看看了,,0
失恋33天 短评,絵茉,2014/11/26,突然发现子萱有出演，啊，看不看呐到底！！！？,浙江衢州,0
失恋33天 短评,石头,2014/11/26,当个小品看吧，对比一下男人帮,"Colombo, Sri Lanka",0
失恋33天 短评,郭二,2014/11/26,这么多这么多噱头，总该有点儿意思吧,香港,0
失恋33天 短评,ransoma,2014/11/26,"想起来了,这个就是丽花姐的帖子改编的戏啊~另外,文章文章文章~",北京,0
失恋33天 短评,猫蛋卷儿,2014/11/26,看过小说 所以很想看电影 看了预告觉得挺好的,浙江杭州,0
失恋33天 短评,离离草上云,2014/11/26,刚看完预告片，觉得还可以,北京,0
失恋33天 短评,loook,2014/11/26,"大家都看啊, 我也要看",北京,0
银河护卫队 短评,江户川歌磨,2014/5/17,浣熊是怎么回事。。。。。。,"Vancouver, Canada",0
失恋33天 短评,verosa❤,2014/11/26,老万说光棍节请吃饭然后带全小组去看失恋33天,"Lyon, France",0
银河护卫队 短评,刘康康,2014/5/17,导演詹姆斯·冈居然就是拍《超级英雄》的那个导演……那可是一部超级重口、超级颠覆、超级反超级英雄的奇葩片啊（艾伦·佩吉在里面演了一个非常酷炫的角色）。在我心目中2010年最有趣味性的反超级英雄片是《超级英雄》而不是《海扁王》。詹姆斯·冈被漫威招安了？,北京,0
失恋33天 短评,Duree,2014/11/26,我爱上王小贱这个贱人了，他太萌了！氧化钙！,"New York City, United States",0
银河护卫队 短评,小线线,2014/5/17,评分颇高，应该不会很差。主要是三个月没看IMAX了有点视觉饥渴。。。,陕西西安,0
失恋33天 短评,苏樱,2014/11/26,你生病的日子，我感觉就像自己失恋了一样。请赶在下档之前好起来带我去电影院好吗？,北京,0
银河护卫队 短评,Misshesitate,2014/5/17,漫威这盘棋真大 预计这部不好看,北京,0
银河护卫队 短评,伊豆,2014/5/17,周末友邻都在刷这片，评论一边倒的叫好啊！,北京,0
银河护卫队 短评,ゆうき,2014/5/17,度盘2.17G,,0
银河护卫队 短评,落英懒洋洋,2014/5/17,国内啥时候上,,0
银河护卫队 短评,阿鱼米德,2014/5/17,各种萌物乱入，好想看好想看好想看好想看好想看,,0
银河护卫队 短评,水月青岚,2014/5/17,看剧照总觉得这会是个逗比片……不过简介说的很一本正经的样子= =,"Edinburgh, United Kingdom",0
银河护卫队 短评,Blair_self,2014/5/17,我要人人的翻译,福建福州,0
武林外传 短评,三门,2011/2/26,各位神人在哪下载???,北京,0
银河护卫队 短评,sasuke,2014/5/17,感觉一般呀,北京,0
银河护卫队 短评,时间的玫瑰,2014/5/17,这么八十年代风的蠢货科幻，却相当好看啊！如果放在国庆档，一定是横扫没的说！花花绿绿的人物和old school musicz赞翻！唯一美中不足的是字幕翻译，如果导演和制片人知道片子在天朝被翻成了这个样子，脸色一定跟Gamora一样绿...... 贾秀琰请滚出字幕界好吗！马徐骏,上海,0
银河护卫队 短评,小意达花儿,2014/5/17,8,黑龙江哈尔滨,0
银河护卫队 短评,小卓同學。,2014/5/17,近几年marvel企图把旗下所有热门冷门作品拍成同一套路类型片,香港,0
银河护卫队 短评,Followindogs,2014/5/17,朋友，你听说过树熊嘛,,0
武林外传 短评,苍白小暖,2011/2/26,你是要去看首映呢还是回来给我烧饭咧？~~~,"London, United Kingdom",0
银河护卫队 短评,小 y 、,2014/5/17,听说蠢萌蠢萌哒~~,天津,0
武林外传 短评,乌索,2011/2/26,拍成电影会是怎么样呢？,"Hannover, Germany",0
银河护卫队 短评,夜不兽,2014/5/17,想到电影院看电影不知道何年何月了。什么时候也能体验一回IMAX…,河南新乡,0
银河护卫队 短评,格里高尔,2014/5/17,准备看，随便一查头条评论就在吐槽翻译（同时自恋无比的叨逼叨），翻译界的“既得利益者”贾xx毫无悬念成了网络公敌。其实翻译不准确的主要原因是字幕需要对口型，解决方案就是做两套翻译，一个用来配音，一个仅仅用来字幕，但几部爆米花电影，至于这些山寨英语爱好者急成这样吗。,江苏南京,0
银河护卫队 短评,春雨如酒,2014/5/17,豆瓣年度影片,上海,0
银河护卫队 短评,茉一朵,2014/5/17,我知道有树人。,,0
武林外传 短评,Bracesness,2011/2/26,必须看！！！！一遍不够！！！,北京,0
武林外传 短评,Christina,2011/2/26,我已错过首映,北京,0
心花路放 短评,潇筱紫,2014/10/14,2次要去看都没看成,,0
心花路放 短评,老徐爱吃肉,2014/10/14,交配之旅,,0
心花路放 短评,看好我们的秘密,2014/10/14,又见铁三角,,0
武林外传 短评,死之舞~,2011/2/26,明天去看~~~超级期待啊啊啊啊啊啊啊,,0
心花路放 短评,富一代唐小命儿,2014/10/14,主题曲就叫《去大理》，感觉马上又要火一把了呢╭(╯3╰)╮,云南大理,0
武林外传 短评,我在,2011/2/26,期待！,河北石家庄,0
武林外传 短评,炯炯有神,2011/2/26,毫无诚意，还不如电视剧的好玩,,0
武林外传 短评,[已注销],2011/2/26,怕失望啊,,0
武林外传 短评,时落孙山冷秋寒,2011/2/26,看点..郭芙蓉！,,0
心花路放 短评,苏糊,2014/10/14,可能期望太高 觉得没有想象中那么好玩 景色挺美,北京,0
武林外传 短评,Jingya,2011/2/26,期待中,,0
武林外传 短评,丸子小姐,2011/2/26,灰常期待中  ,,
,,,,,
"望穿秋水的等。。。。""",,0,,,
武林外传 短评,我是汪丫丫,2011/2/26,小玖玖 你就请我看介个吧~~,湖北武汉,0
