影片名,姓名,演职人员,代表作,评分,性别,星座,出生日期,出生地,职业
铁甲钢拳 Real Steel,大卫·阿伦·伯施理,演员,命运规划局,,男,处女座,1968/8/25,"美国,康涅狄格州",演员
铁甲钢拳 Real Steel,天海祐希,配音,悬崖上的金鱼姬,8.2,女,狮子座,1967/8/8,"日本,东京,台东",演员 / 配音
铁甲钢拳 Real Steel,天海祐希,配音,铁甲钢拳,,女,狮子座,1967/8/8,"日本,东京,台东",演员 / 配音
铁甲钢拳 Real Steel,天海祐希,配音,在世界中心呼唤爱,7.6,女,狮子座,1967/8/8,"日本,东京,台东",演员 / 配音
铁甲钢拳 Real Steel,凯文·多曼,配音,铁甲钢拳,8.1,男,,,,配音 / 演员
铁甲钢拳 Real Steel,凯文·多曼,配音,生化危机：复仇,,男,,,,配音 / 演员
铁甲钢拳 Real Steel,杰里米·莱文,编剧,恋恋笔记本,,男,,1941,"美国,印第安纳,南本德",编剧 / 导演
铁甲钢拳 Real Steel,杰里米·莱文,编剧,铁甲钢拳,,男,,1941,"美国,印第安纳,南本德",编剧 / 导演
铁甲钢拳 Real Steel,杰里米·莱文,编剧,天生爱情狂,,男,,1941,"美国,印第安纳,南本德",编剧 / 导演
铁甲钢拳 Real Steel,丹·吉尔罗伊,编剧,铁甲钢拳,,男,巨蟹座,1959/6/24,"美国,加利福尼亚,圣莫尼卡",编剧 / 导演 / 演员 / 制片
铁甲钢拳 Real Steel,丹·吉尔罗伊,编剧,金刚：骷髅岛,6.6,男,巨蟹座,1959/6/24,"美国,加利福尼亚,圣莫尼卡",编剧 / 导演 / 演员 / 制片
铁甲钢拳 Real Steel,丹·吉尔罗伊,编剧,夜行者,,男,巨蟹座,1959/6/24,"美国,加利福尼亚,圣莫尼卡",编剧 / 导演 / 演员 / 制片
铁甲钢拳 Real Steel,约翰·盖汀斯,编剧,铁甲钢拳,8.1,男,,,,编剧 / 演员 / 导演
铁甲钢拳 Real Steel,约翰·盖汀斯,编剧,金刚：骷髅岛,6.6,男,,,,编剧 / 演员 / 导演
铁甲钢拳 Real Steel,约翰·盖汀斯,编剧,极品飞车,7.2,男,,,,编剧 / 演员 / 导演
铁甲钢拳 Real Steel,肖恩·利维,制片,铁甲钢拳,8.1,男,巨蟹座,1968/7/23,"加拿大,蒙特利尔",导演 / 演员 / 制片 / 编剧
铁甲钢拳 Real Steel,肖恩·利维,制片,博物馆奇妙夜,,男,巨蟹座,1968/7/23,"加拿大,蒙特利尔",导演 / 演员 / 制片 / 编剧
铁甲钢拳 Real Steel,肖恩·利维,制片,博物馆奇妙夜2,,男,巨蟹座,1968/7/23,"加拿大,蒙特利尔",导演 / 演员 / 制片 / 编剧
铁甲钢拳 Real Steel,罗伯特·泽米吉斯,制片,阿甘正传,9.4,男,金牛座,1952/5/14,"美国,伊利诺伊州,芝加哥",导演 / 制片 / 编剧 / 演员
铁甲钢拳 Real Steel,罗伯特·泽米吉斯,制片,铁甲钢拳,8.1,男,金牛座,1952/5/14,"美国,伊利诺伊州,芝加哥",导演 / 制片 / 编剧 / 演员
铁甲钢拳 Real Steel,罗伯特·泽米吉斯,制片,荒岛余生,8.5,男,金牛座,1952/5/14,"美国,伊利诺伊州,芝加哥",导演 / 制片 / 编剧 / 演员
铁甲钢拳 Real Steel,史蒂文·斯皮尔伯格,制片,辛德勒的名单,9.4,男,射手座,1946/12/18,"美国,俄亥俄州,辛辛那提",制片 / 导演 / 演员 / 编剧
铁甲钢拳 Real Steel,史蒂文·斯皮尔伯格,制片,拯救大兵瑞恩,,男,射手座,1946/12/18,"美国,俄亥俄州,辛辛那提",制片 / 导演 / 演员 / 编剧
铁甲钢拳 Real Steel,史蒂文·斯皮尔伯格,制片,变形金刚,8.1,男,射手座,1946/12/18,"美国,俄亥俄州,辛辛那提",制片 / 导演 / 演员 / 编剧
铁甲钢拳 Real Steel,丹尼·艾夫曼,作曲,剪刀手爱德华,,男,双子座,1953/5/29,"美国,加利福尼亚州,洛杉矶",作曲 / 演员 / 配音
铁甲钢拳 Real Steel,丹尼·艾夫曼,作曲,心灵捕手,8.8,男,双子座,1953/5/29,"美国,加利福尼亚州,洛杉矶",作曲 / 演员 / 配音
铁甲钢拳 Real Steel,丹尼·艾夫曼,作曲,大鱼,,男,双子座,1953/5/29,"美国,加利福尼亚州,洛杉矶",作曲 / 演员 / 配音
铁甲钢拳 Real Steel,Mauro,摄影,阿凡达,,,,,,摄影
铁甲钢拳 Real Steel,Mauro,摄影,铁甲钢拳,,,,,,摄影
铁甲钢拳 Real Steel,Mauro,摄影,逃出克隆岛,7,,,,,摄影
铁甲钢拳 Real Steel,Danny,视觉特效,后天,,男,,,,视觉特效
铁甲钢拳 Real Steel,Danny,视觉特效,铁甲钢拳,,男,,,,视觉特效
铁甲钢拳 Real Steel,Swen,视觉特效,加勒比海盗3：世界的尽头,,,,,,
铁甲钢拳 Real Steel,Swen,视觉特效,铁甲钢拳,,男,,,,视觉特效
致命伴旅 The Tourist,弗洛里安·亨克尔·冯·多纳斯马尔克,导演,窃听风暴,9.1,男,金牛座,1973/5/2,"德国,科隆",导演 / 编剧 / 制片 / 剪辑
致命伴旅 The Tourist,弗洛里安·亨克尔·冯·多纳斯马尔克,导演,致命伴旅,,男,金牛座,1973/5/2,"德国,科隆",导演 / 编剧 / 制片 / 剪辑
致命伴旅 The Tourist,弗洛里安·亨克尔·冯·多纳斯马尔克,导演,杜宾犬,,男,金牛座,1973/5/2,"德国,科隆",导演 / 编剧 / 制片 / 剪辑
致命伴旅 The Tourist,约翰尼·德普,演员,剪刀手爱德华,,男,双子座,1963/6/9,"美国,肯塔基,欧文斯伯勒",演员 / 制片 / 配音 / 导演
致命伴旅 The Tourist,约翰尼·德普,演员,加勒比海盗,,男,双子座,1963/6/9,"美国,肯塔基,欧文斯伯勒",演员 / 制片 / 配音 / 导演
致命伴旅 The Tourist,约翰尼·德普,演员,神奇动物在哪里,,男,双子座,1963/6/9,"美国,肯塔基,欧文斯伯勒",演员 / 制片 / 配音 / 导演
致命伴旅 The Tourist,安吉丽娜·朱莉,演员,功夫熊猫,,女,双子座,1975/6/4,"美国,加利福尼亚,洛杉矶",演员 / 制片 / 导演 / 配音
致命伴旅 The Tourist,安吉丽娜·朱莉,演员,功夫熊猫2,8,女,双子座,1975/6/4,"美国,加利福尼亚,洛杉矶",演员 / 制片 / 导演 / 配音
致命伴旅 The Tourist,安吉丽娜·朱莉,演员,史密斯夫妇,,女,双子座,1975/6/4,"美国,加利福尼亚,洛杉矶",演员 / 制片 / 导演 / 配音
致命伴旅 The Tourist,卢夫斯·塞维尔,演员,致命伴旅,6.6,男,天蝎座,1967/10/29,"英国,米德尔塞克斯,特威克纳姆",演员
致命伴旅 The Tourist,卢夫斯·塞维尔,演员,巴黎，我爱你,8.3,男,天蝎座,1967/10/29,"英国,米德尔塞克斯,特威克纳姆",演员
致命伴旅 The Tourist,卢夫斯·塞维尔,演员,恋爱假期,,男,天蝎座,1967/10/29,"英国,米德尔塞克斯,特威克纳姆",演员
致命伴旅 The Tourist,保罗·贝坦尼,演员,复仇者联盟,8,男,双子座,1971/5/27,"英国,哈勒斯登",演员 / 配音 / 导演 / 编剧
致命伴旅 The Tourist,保罗·贝坦尼,演员,美丽心灵,,男,双子座,1971/5/27,"英国,哈勒斯登",演员 / 配音 / 导演 / 编剧
致命伴旅 The Tourist,保罗·贝坦尼,演员,美国队长3,,男,双子座,1971/5/27,"英国,哈勒斯登",演员 / 配音 / 导演 / 编剧
致命伴旅 The Tourist,提摩西·道尔顿,演员,玩具总动员3,,男,白羊座,1944/3/21,"英国,威尔士,科尔温湾",演员
致命伴旅 The Tourist,提摩西·道尔顿,演员,致命伴旅,6.6,男,白羊座,1944/3/21,"英国,威尔士,科尔温湾",演员
致命伴旅 The Tourist,提摩西·道尔顿,演员,热血警探,8.3,男,白羊座,1944/3/21,"英国,威尔士,科尔温湾",演员
致命伴旅 The Tourist,史蒂文·伯克夫,演员,龙纹身的女孩,,男,狮子座,1937/8/3,"英国,伦敦",演员 / 编剧 / 导演
致命伴旅 The Tourist,史蒂文·伯克夫,演员,致命伴旅,,男,狮子座,1937/8/3,"英国,伦敦",演员 / 编剧 / 导演
致命伴旅 The Tourist,史蒂文·伯克夫,演员,赤焰战场2,7.1,男,狮子座,1937/8/3,"英国,伦敦",演员 / 编剧 / 导演
致命伴旅 The Tourist,克里斯蒂安·德·西卡,演员,致命伴旅,6.6,男,摩羯座,1951/1/5,"意大利,罗马",演员 / 导演 / 编剧
致命伴旅 The Tourist,克里斯蒂安·德·西卡,演员,丛林中的莫扎特 第三季,8,男,摩羯座,1951/1/5,"意大利,罗马",演员 / 导演 / 编剧
致命伴旅 The Tourist,克里斯蒂安·德·西卡,演员,悠长假期,,男,摩羯座,1951/1/5,"意大利,罗马",演员 / 导演 / 编剧
致命伴旅 The Tourist,阿莱西奥·博尼,演员,致命伴旅,6.6,男,巨蟹座,1966/7/4,"意大利,贝加莫",演员
致命伴旅 The Tourist,阿莱西奥·博尼,演员,灿烂人生,,男,巨蟹座,1966/7/4,"意大利,贝加莫",演员
致命伴旅 The Tourist,丹尼尔·佩奇,演员,致命伴旅,,男,双子座,1970/5/23,"意大利,拉丁姆,罗马",演员
致命伴旅 The Tourist,丹尼尔·佩奇,演员,我行我素,,男,双子座,1970/5/23,"意大利,拉丁姆,罗马",演员
致命伴旅 The Tourist,丹尼尔·佩奇,演员,黑道风云,,男,双子座,1970/5/23,"意大利,拉丁姆,罗马",演员
致命伴旅 The Tourist,乔万尼·圭代利,演员,致命伴旅,,男,天蝎座,1966/11/6,"意大利,托斯卡纳,阿雷佐",演员
致命伴旅 The Tourist,乔万尼·圭代利,演员,里伏布罗萨的爱丽莎 第一季,8.4,男,天蝎座,1966/11/6,"意大利,托斯卡纳,阿雷佐",演员
致命伴旅 The Tourist,乔万尼·圭代利,演员,蝴蝶,,男,天蝎座,1966/11/6,"意大利,托斯卡纳,阿雷佐",演员
致命伴旅 The Tourist,雷欧·波瓦,演员,致命伴旅,6.6,男,狮子座,1971/8/14,"意大利,罗马",演员 / 制片
致命伴旅 The Tourist,雷欧·波瓦,演员,异形大战铁血战士,,男,狮子座,1971/8/14,"意大利,罗马",演员 / 制片
致命伴旅 The Tourist,雷欧·波瓦,演员,托斯卡纳艳阳下,,男,狮子座,1971/8/14,"意大利,罗马",演员 / 制片
致命伴旅 The Tourist,马克·鲁赫曼,演员,致命伴旅,,男,,,,演员
致命伴旅 The Tourist,马克·鲁赫曼,演员,天空实验室,,男,,,,演员
致命伴旅 The Tourist,马克·鲁赫曼,演员,血液与灰烬,,男,,,,演员
致命伴旅 The Tourist,弗朗索瓦·温琴泰利,演员,致命伴旅,6.6,,,,,演员
致命伴旅 The Tourist,弗朗索瓦·温琴泰利,演员,怒火保镖,5.3,,,,,演员
致命伴旅 The Tourist,弗朗索瓦·温琴泰利,演员,疯狂特警队,,,,,,演员
致命伴旅 The Tourist,让-克劳德·阿德琳,演员,致命伴旅,,,,,,演员
致命伴旅 The Tourist,让-克劳德·阿德琳,演员,犯罪现场,,,,,,演员
致命伴旅 The Tourist,让-克劳德·阿德琳,演员,倩女幽魂,6.8,,,,,演员
致命伴旅 The Tourist,让-玛丽·拉穆尔,演员,致命伴旅,6.6,,,,,演员
致命伴旅 The Tourist,让-玛丽·拉穆尔,演员,终极快递,,,,,,演员
致命伴旅 The Tourist,让-玛丽·拉穆尔,演员,泳池情杀案,,,,,,演员
致命伴旅 The Tourist,史蒂文·罗伯特森,演员,致命伴旅,,男,摩羯座,1980/1/1,"英国,苏格兰,设得兰群岛",演员
致命伴旅 The Tourist,史蒂文·罗伯特森,演员,天国王朝,,男,摩羯座,1980/1/1,"英国,苏格兰,设得兰群岛",演员
致命伴旅 The Tourist,史蒂文·罗伯特森,演员,猜火车2,8,男,摩羯座,1980/1/1,"英国,苏格兰,设得兰群岛",演员
致命伴旅 The Tourist,伊多·戈德堡,演员,致命伴旅,6.6,男,狮子座,1975/8/5,"以色列,特拉维夫",演员 / 制片
致命伴旅 The Tourist,伊多·戈德堡,演员,皮囊 第一季,,男,狮子座,1975/8/5,"以色列,特拉维夫",演员 / 制片
致命伴旅 The Tourist,伊多·戈德堡,演员,反抗军,,男,狮子座,1975/8/5,"以色列,特拉维夫",演员 / 制片
致命伴旅 The Tourist,拉尔夫·莫勒,演员,致命伴旅,,男,摩羯座,1959/1/12,德国,演员
致命伴旅 The Tourist,拉尔夫·莫勒,演员,角斗士,8.4,男,摩羯座,1959/1/12,德国,演员
致命伴旅 The Tourist,拉尔夫·莫勒,演员,蝎子王,,男,摩羯座,1959/1/12,德国,演员
致命伴旅 The Tourist,格威利姆·李,演员,致命伴旅,,男,射手座,1983/11/24,"英国,洛斯特郡,布里斯托尔",演员
致命伴旅 The Tourist,格威利姆·李,演员,亨利五世,,男,射手座,1983/11/24,"英国,洛斯特郡,布里斯托尔",演员
致命伴旅 The Tourist,格威利姆·李,演员,不得安宁,,男,射手座,1983/11/24,"英国,洛斯特郡,布里斯托尔",演员
致命伴旅 The Tourist,布鲁诺·沃尔科维奇,演员,反击 第一季,8.4,男,金牛座,1961/5/10,"法国,巴黎",演员
致命伴旅 The Tourist,布鲁诺·沃尔科维奇,演员,萨冈,,男,金牛座,1961/5/10,"法国,巴黎",演员
致命伴旅 The Tourist,朱利安·鲍姆加特纳,演员,致命伴旅,,男,天秤座,,,演员
致命伴旅 The Tourist,朱利安·鲍姆加特纳,演员,花神咖啡馆的情人们,,男,天秤座,,,演员
致命伴旅 The Tourist,朱利安·鲍姆加特纳,演员,不羁美少年,,男,天秤座,,,演员
致命伴旅 The Tourist,克莱门特·史鲍尼,演员,致命伴旅,,男,射手座,1976/11/30,"法国,巴黎",演员
致命伴旅 The Tourist,克莱门特·史鲍尼,演员,云中行走,,男,射手座,1976/11/30,"法国,巴黎",演员
致命伴旅 The Tourist,克莱门特·史鲍尼,演员,米其林情缘,,男,射手座,1976/11/30,"法国,巴黎",演员
致命伴旅 The Tourist,克里斯托弗·麦奎里,编剧,明日边缘,8,男,,1968,"美国,新泽西州,普林斯顿市",编剧 / 导演 / 演员 / 制片
致命伴旅 The Tourist,克里斯托弗·麦奎里,编剧,碟中谍5：神秘国度,7.7,男,,1968,"美国,新泽西州,普林斯顿市",编剧 / 导演 / 演员 / 制片
致命伴旅 The Tourist,克里斯托弗·麦奎里,编剧,致命伴旅,,男,,1968,"美国,新泽西州,普林斯顿市",编剧 / 导演 / 演员 / 制片
致命伴旅 The Tourist,热罗姆·萨尔,编剧,致命伴旅,,男,,1971,,编剧 / 导演 / 制片
致命伴旅 The Tourist,热罗姆·萨尔,编剧,逃之夭夭,,男,,1971,,编剧 / 导演 / 制片
致命伴旅 The Tourist,热罗姆·萨尔,编剧,决战豪门,6.1,男,,1971,,编剧 / 导演 / 制片
致命伴旅 The Tourist,弗洛里安·亨克尔·冯·多纳斯马尔克,编剧,窃听风暴,9.1,男,金牛座,1973/5/2,"德国,科隆",导演 / 编剧 / 制片 / 剪辑
致命伴旅 The Tourist,弗洛里安·亨克尔·冯·多纳斯马尔克,编剧,致命伴旅,6.6,男,金牛座,1973/5/2,"德国,科隆",导演 / 编剧 / 制片 / 剪辑
致命伴旅 The Tourist,弗洛里安·亨克尔·冯·多纳斯马尔克,编剧,杜宾犬,,男,金牛座,1973/5/2,"德国,科隆",导演 / 编剧 / 制片 / 剪辑
致命伴旅 The Tourist,朱利安·费罗斯,编剧,致命伴旅,6.6,男,狮子座,1949/8/17,"埃及,开罗",演员 / 编剧 / 制片 / 导演
致命伴旅 The Tourist,朱利安·费罗斯,编剧,唐顿庄园  第一季,9.2,男,狮子座,1949/8/17,"埃及,开罗",演员 / 编剧 / 制片 / 导演
致命伴旅 The Tourist,朱利安·费罗斯,编剧,唐顿庄园 第二季,8.9,,,,,
致命伴旅 The Tourist,詹姆斯·纽顿·霍华德,作曲,蝙蝠侠：黑暗骑士,,男,双子座,1951/6/9,"美国,加利福尼亚州,洛杉矶",作曲 / 演员
致命伴旅 The Tourist,詹姆斯·纽顿·霍华德,作曲,蝙蝠侠：黑暗骑士崛起,8.6,男,双子座,1951/6/9,"美国,加利福尼亚州,洛杉矶",作曲 / 演员
致命伴旅 The Tourist,约翰·希尔,摄影,疯狂的麦克斯4：狂暴之路,8.5,男,天秤座,1942/10/5,"澳大利亚,昆士兰州,沃里克",摄影 / 导演
致命伴旅 The Tourist,约翰·希尔,摄影,英国病人,,男,天秤座,1942/10/5,"澳大利亚,昆士兰州,沃里克",摄影 / 导演
致命伴旅 The Tourist,约翰·希尔,摄影,致命伴旅,,男,天秤座,1942/10/5,"澳大利亚,昆士兰州,沃里克",摄影 / 导演
变形金刚4：绝迹重生 Transformers: Age of Extinction,迈克尔·贝,导演,变形金刚,8.1,男,水瓶座,1965/2/17,"美国,加利福尼亚,洛杉矶",制片 / 导演 / 演员
变形金刚4：绝迹重生 Transformers: Age of Extinction,迈克尔·贝,导演,变形金刚2,7.6,,,,,
变形金刚4：绝迹重生 Transformers: Age of Extinction,迈克尔·贝,导演,变形金刚3,,男,水瓶座,1965/2/17,"美国,加利福尼亚,洛杉矶",制片 / 导演 / 演员
变形金刚4：绝迹重生 Transformers: Age of Extinction,马克·沃尔伯格,演员,变形金刚4：绝迹重生,6.5,男,双子座,1971/6/5,"美国,马萨诸塞州,多切斯特",演员 / 制片 / 导演
变形金刚4：绝迹重生 Transformers: Age of Extinction,马克·沃尔伯格,演员,泰迪熊,,男,双子座,1971/6/5,"美国,马萨诸塞州,多切斯特",演员 / 制片 / 导演
变形金刚4：绝迹重生 Transformers: Age of Extinction,马克·沃尔伯格,演员,变形金刚5：最后的骑士,4.8,男,双子座,1971/6/5,"美国,马萨诸塞州,多切斯特",演员 / 制片 / 导演
变形金刚4：绝迹重生 Transformers: Age of Extinction,斯坦利·图齐,演员,穿普拉达的女王,,男,天蝎座,1960/11/11,"美国,纽约,皮克斯基尔",演员 / 导演 / 制片 / 编剧
变形金刚4：绝迹重生 Transformers: Age of Extinction,斯坦利·图齐,演员,幸福终点站,8.6,男,天蝎座,1960/11/11,"美国,纽约,皮克斯基尔",演员 / 导演 / 制片 / 编剧
变形金刚4：绝迹重生 Transformers: Age of Extinction,斯坦利·图齐,演员,饥饿游戏,,男,天蝎座,1960/11/11,"美国,纽约,皮克斯基尔",演员 / 导演 / 制片 / 编剧
变形金刚4：绝迹重生 Transformers: Age of Extinction,凯尔希·格兰莫,演员,X战警：逆转未来,,男,双鱼座,1955/2/21,"美国,维尔京群岛,圣托马斯",演员 / 制片 / 导演 / 编剧
变形金刚4：绝迹重生 Transformers: Age of Extinction,凯尔希·格兰莫,演员,变形金刚4：绝迹重生,6.5,男,双鱼座,1955/2/21,"美国,维尔京群岛,圣托马斯",演员 / 制片 / 导演 / 编剧
变形金刚4：绝迹重生 Transformers: Age of Extinction,凯尔希·格兰莫,演员,怪兽大学,8,男,双鱼座,1955/2/21,"美国,维尔京群岛,圣托马斯",演员 / 制片 / 导演 / 编剧
变形金刚4：绝迹重生 Transformers: Age of Extinction,妮可拉·佩尔茨,演员,变形金刚4：绝迹重生,,女,摩羯座,1995/1/9,"美国,纽约,韦斯切斯特郡",演员
变形金刚4：绝迹重生 Transformers: Age of Extinction,妮可拉·佩尔茨,演员,最后的风之子,,女,摩羯座,1995/1/9,"美国,纽约,韦斯切斯特郡",演员
变形金刚4：绝迹重生 Transformers: Age of Extinction,妮可拉·佩尔茨,演员,贝茨旅馆 第一季,,女,摩羯座,1995/1/9,"美国,纽约,韦斯切斯特郡",演员
变形金刚4：绝迹重生 Transformers: Age of Extinction,杰克·莱诺,演员,变形金刚4：绝迹重生,6.5,男,水瓶座,1992/1/23,"美国,科罗拉多,朗蒙特",演员
变形金刚4：绝迹重生 Transformers: Age of Extinction,杰克·莱诺,演员,初恋这首情歌,8.3,男,水瓶座,1992/1/23,"美国,科罗拉多,朗蒙特",演员
变形金刚4：绝迹重生 Transformers: Age of Extinction,杰克·莱诺,演员,麦克白,7.1,男,水瓶座,1992/1/23,"美国,科罗拉多,朗蒙特",演员
变形金刚4：绝迹重生 Transformers: Age of Extinction,提图斯·维里沃,演员,变形金刚4：绝迹重生,,男,双鱼座,1961/3/12,"美国,康涅狄格州,纽黑文",演员
变形金刚4：绝迹重生 Transformers: Age of Extinction,提图斯·维里沃,演员,逃离德黑兰,,男,双鱼座,1961/3/12,"美国,康涅狄格州,纽黑文",演员
变形金刚4：绝迹重生 Transformers: Age of Extinction,提图斯·维里沃,演员,城中大盗,,男,双鱼座,1961/3/12,"美国,康涅狄格州,纽黑文",演员
变形金刚4：绝迹重生 Transformers: Age of Extinction,索非亚·迈尔斯,演员,黑夜传说,,女,双鱼座,1980/3/18,"英国,伦敦",演员
变形金刚4：绝迹重生 Transformers: Age of Extinction,索非亚·迈尔斯,演员,黑夜传说2：进化,7.2,女,双鱼座,1980/3/18,"英国,伦敦",演员
变形金刚4：绝迹重生 Transformers: Age of Extinction,李冰冰,演员,风声,,女,双鱼座,1973/2/27,"中国,黑龙江,哈尔滨",演员 / 制片 / 配音
变形金刚4：绝迹重生 Transformers: Age of Extinction,李冰冰,演员,天下无贼,7.7,女,双鱼座,1973/2/27,"中国,黑龙江,哈尔滨",演员 / 制片 / 配音
变形金刚4：绝迹重生 Transformers: Age of Extinction,李冰冰,演员,变形金刚4：绝迹重生,,女,双鱼座,1973/2/27,"中国,黑龙江,哈尔滨",演员 / 制片 / 配音
变形金刚4：绝迹重生 Transformers: Age of Extinction,T·J·米勒,演员,超能陆战队,,男,双子座,1981/6/4,"美国,科罗拉多州,丹佛",演员 / 编剧 / 配音 / 制片
变形金刚4：绝迹重生 Transformers: Age of Extinction,T·J·米勒,演员,驯龙高手,8.7,男,双子座,1981/6/4,"美国,科罗拉多州,丹佛",演员 / 编剧 / 配音 / 制片
变形金刚4：绝迹重生 Transformers: Age of Extinction,T·J·米勒,演员,变形金刚4：绝迹重生,,男,双子座,1981/6/4,"美国,科罗拉多州,丹佛",演员 / 编剧 / 配音 / 制片
变形金刚4：绝迹重生 Transformers: Age of Extinction,彼特·库伦,演员,变形金刚,,男,狮子座,1941/7/28,"加拿大,魁北克省,蒙特利尔",演员 / 配音
变形金刚4：绝迹重生 Transformers: Age of Extinction,彼特·库伦,演员,变形金刚2,,男,狮子座,1941/7/28,"加拿大,魁北克省,蒙特利尔",演员 / 配音
变形金刚4：绝迹重生 Transformers: Age of Extinction,彼特·库伦,演员,变形金刚3,,男,狮子座,1941/7/28,"加拿大,魁北克省,蒙特利尔",演员 / 配音
变形金刚4：绝迹重生 Transformers: Age of Extinction,约翰·迪·玛吉欧,演员,疯狂动物城,9.2,男,处女座,1968/9/4,"美国,新泽西州,北普兰菲尔德",演员 / 配音 / 制片
变形金刚4：绝迹重生 Transformers: Age of Extinction,约翰·迪·玛吉欧,演员,变形金刚3,,男,处女座,1968/9/4,"美国,新泽西州,北普兰菲尔德",演员 / 配音 / 制片
变形金刚4：绝迹重生 Transformers: Age of Extinction,约翰·迪·玛吉欧,演员,变形金刚4：绝迹重生,,男,处女座,1968/9/4,"美国,新泽西州,北普兰菲尔德",演员 / 配音 / 制片
变形金刚4：绝迹重生 Transformers: Age of Extinction,罗伯特·福克沃斯,演员,变形金刚,8.1,男,天蝎座,1941/11/1,"美国,得克萨斯州,休斯敦",演员 / 导演
变形金刚4：绝迹重生 Transformers: Age of Extinction,罗伯特·福克沃斯,演员,变形金刚2,7.6,男,天蝎座,1941/11/1,"美国,得克萨斯州,休斯敦",演员 / 导演
变形金刚4：绝迹重生 Transformers: Age of Extinction,罗伯特·福克沃斯,演员,变形金刚3,7,男,天蝎座,1941/11/1,"美国,得克萨斯州,休斯敦",演员 / 导演
变形金刚4：绝迹重生 Transformers: Age of Extinction,约翰·古德曼,演员,怪兽电力公司,,男,双子座,1952/6/20,"美国,密苏里州,圣路易斯市",演员 / 配音 / 制片 / 编剧
变形金刚4：绝迹重生 Transformers: Age of Extinction,约翰·古德曼,演员,变形金刚4：绝迹重生,6.5,男,双子座,1952/6/20,"美国,密苏里州,圣路易斯市",演员 / 配音 / 制片 / 编剧
变形金刚4：绝迹重生 Transformers: Age of Extinction,约翰·古德曼,演员,怪兽大学,8,男,双子座,1952/6/20,"美国,密苏里州,圣路易斯市",演员 / 配音 / 制片 / 编剧
变形金刚4：绝迹重生 Transformers: Age of Extinction,马克·瑞安,演员,致命魔术,,男,双子座,1956/6/7,"英国,英格兰,约克郡,唐卡斯特",演员 / 副导演
变形金刚4：绝迹重生 Transformers: Age of Extinction,马克·瑞安,演员,变形金刚,,男,双子座,1956/6/7,"英国,英格兰,约克郡,唐卡斯特",演员 / 副导演
变形金刚4：绝迹重生 Transformers: Age of Extinction,马克·瑞安,演员,变形金刚2,,男,双子座,1956/6/7,"英国,英格兰,约克郡,唐卡斯特",演员 / 副导演
变形金刚4：绝迹重生 Transformers: Age of Extinction,渡边谦,演员,盗梦空间,9.3,男,天秤座,1959/10/21,"日本,新泻,鱼沼",演员 / 配音 / 制片 / 导演
变形金刚4：绝迹重生 Transformers: Age of Extinction,渡边谦,演员,变形金刚4：绝迹重生,,男,天秤座,1959/10/21,"日本,新泻,鱼沼",演员 / 配音 / 制片 / 导演
变形金刚4：绝迹重生 Transformers: Age of Extinction,渡边谦,演员,蝙蝠侠：侠影之谜,,男,天秤座,1959/10/21,"日本,新泻,鱼沼",演员 / 配音 / 制片 / 导演
变形金刚4：绝迹重生 Transformers: Age of Extinction,弗兰克·维尔克,演员,变形金刚2,7.6,男,双鱼座,1946/3/12,"美国,科罗拉多州,丹佛",演员 / 配音
变形金刚4：绝迹重生 Transformers: Age of Extinction,弗兰克·维尔克,演员,爱丽丝梦游仙境,,男,双鱼座,1946/3/12,"美国,科罗拉多州,丹佛",演员 / 配音
变形金刚4：绝迹重生 Transformers: Age of Extinction,弗兰克·维尔克,演员,变形金刚3,,男,双鱼座,1946/3/12,"美国,科罗拉多州,丹佛",演员 / 配音
变形金刚4：绝迹重生 Transformers: Age of Extinction,雷诺·维尔森,演员,变形金刚,8.1,男,水瓶座,1970/1/20,美国,演员 / 制片
变形金刚4：绝迹重生 Transformers: Age of Extinction,雷诺·维尔森,演员,变形金刚2,,男,水瓶座,1970/1/20,美国,演员 / 制片
变形金刚4：绝迹重生 Transformers: Age of Extinction,雷诺·维尔森,演员,变形金刚3,7,男,水瓶座,1970/1/20,美国,演员 / 制片
变形金刚4：绝迹重生 Transformers: Age of Extinction,阿比盖尔·克莱恩,演员,变形金刚4：绝迹重生,6.5,女,,1988/12/24,,演员
变形金刚4：绝迹重生 Transformers: Age of Extinction,阿比盖尔·克莱恩,演员,爸爸的好儿子,6.7,女,,1988/12/24,,演员
变形金刚4：绝迹重生 Transformers: Age of Extinction,阿比盖尔·克莱恩,演员,犯罪现场调查 第十三季,8.6,女,,1988/12/24,,演员
变形金刚4：绝迹重生 Transformers: Age of Extinction,托马斯·列农,演员,蝙蝠侠：黑暗骑士崛起,8.6,男,狮子座,1970/8/9,"美国,伊利诺伊州,芝加哥",演员 / 编剧 / 制片 / 导演
变形金刚4：绝迹重生 Transformers: Age of Extinction,托马斯·列农,演员,记忆碎片,,男,狮子座,1970/8/9,"美国,伊利诺伊州,芝加哥",演员 / 编剧 / 制片 / 导演
变形金刚4：绝迹重生 Transformers: Age of Extinction,托马斯·列农,演员,变形金刚4：绝迹重生,,男,狮子座,1970/8/9,"美国,伊利诺伊州,芝加哥",演员 / 编剧 / 制片 / 导演
变形金刚4：绝迹重生 Transformers: Age of Extinction,韩庚,演员,致我们终将逝去的青春,,男,水瓶座,1984/2/9,"中国,黑龙江,牡丹江",演员 / 配音
