timestamp,id,group,action,duration
08:58.8,678064,control,view,121.8155524
19:41.8,386452,control,enroll,49.61345178
15:03.9,522030,control,view,66.67790716
36:05.9,532640,control,view,24.51948355
20:23.5,851396,experiment,view,177.8458911
49:31.2,205860,control,view,28.58400678
38:42.9,654436,control,view,118.496326
32:21.4,868240,experiment,view,160.3748317
11:47.8,436328,experiment,view,118.4317553
04:36.7,244295,control,view,154.0214325
07:59.2,424862,control,view,222.4506501
51:01.3,928118,control,view,256.5087614
02:32.2,235192,experiment,view,89.06367649
27:26.6,747780,experiment,view,174.7360598
34:25.9,281996,experiment,enroll,200.8377883
47:18.1,808003,control,view,76.64783956
39:27.2,314964,control,view,179.1841407
49:20.5,364459,experiment,view,70.38610842
58:12.9,818577,control,view,103.6690159
19:47.0,216062,experiment,view,221.3010029
47:43.9,728053,control,view,203.2497822
22:26.7,674199,control,view,189.2691004
23:59.8,326088,experiment,view,214.9135623
10:52.8,567480,control,view,293.1344355
12:32.1,748637,experiment,view,147.79349
54:42.3,766852,control,view,252.0212233
09:49.9,588986,experiment,view,39.80658298
01:14.9,519161,control,enroll,6.171121542
19:58.8,625116,experiment,view,83.77504092
46:29.7,598963,experiment,view,70.01220701
55:15.2,796452,experiment,view,157.6454616
40:40.4,841194,experiment,view,145.5460534
01:00.9,616436,experiment,enroll,100.2681305
01:11.0,720421,experiment,view,67.96339927
26:26.3,333231,experiment,enroll,7.71455244
34:20.3,704043,control,view,275.263268
26:40.5,486343,control,view,200.4548835
44:50.8,701671,control,view,85.50155847
56:45.9,625789,control,view,247.2804271
17:09.0,662989,control,view,42.40146934
32:13.5,607701,experiment,view,175.0931857
02:20.0,761662,control,view,204.4006612
22:48.4,675549,control,view,60.51877078
19:19.0,878418,control,view,39.26634127
19:46.0,878418,control,view,
38:08.9,596161,experiment,view,149.8579959
52:51.9,550576,control,view,187.2867127
36:20.3,475468,experiment,view,155.3247169
40:02.3,727031,control,view,127.4355033
02:45.3,210964,control,view,216.0071746
34:26.5,447532,control,view,137.0854531
06:50.5,528994,control,view,111.6759722
42:57.9,786107,control,view,131.6104497
12:37.5,405939,control,view,47.9010306
17:01.5,400982,control,view,105.2910432
44:23.6,258831,control,view,47.88819504
10:26.9,588924,experiment,view,95.24427704
24:51.6,689582,control,view,104.6827938
13:41.0,773798,control,view,43.30105915
23:08.6,341544,experiment,view,170.170922
52:22.5,775072,control,view,172.5697939
04:26.1,235480,experiment,view,190.7490813
04:57.0,927888,control,view,116.9616842
51:04.6,434662,experiment,view,117.3467357
03:56.1,612256,control,view,65.22059601
27:28.5,790685,experiment,enroll,308.749444
59:22.0,305705,experiment,enroll,148.5373694
35:24.5,821978,control,view,75.32332954
38:02.9,619453,experiment,view,244.8882831
24:58.4,447155,control,view,96.55536967
44:21.7,611957,experiment,view,178.9888946
52:49.3,600267,control,view,172.7247441
36:52.6,846623,experiment,view,131.9076238
58:26.8,471623,control,view,166.6978409
38:53.7,579936,control,view,72.46431837
50:12.1,571275,control,view,141.2327566
14:01.3,411935,control,view,22.93811219
24:01.5,543178,experiment,view,73.93214528
33:42.6,871235,control,view,104.0931141
20:48.5,842870,control,enroll,190.2743226
44:02.4,203168,control,view,129.9355785
09:17.3,461625,experiment,view,83.63782161
11:19.5,467766,experiment,view,104.6481452
17:24.4,758045,control,view,73.64140646
18:02.8,301852,experiment,view,108.1638531
12:44.9,724813,control,enroll,20.19739116
42:42.8,273002,control,view,172.2690024
36:28.1,306027,experiment,view,119.131111
44:04.8,816369,control,view,93.33916029
38:30.1,541827,control,view,177.7533172
42:30.9,589593,experiment,view,254.939621
12:04.4,185843,experiment,enroll,120.2509337
28:19.2,604734,control,view,180.3863894
35:32.3,894520,control,view,88.46149519
03:21.3,261028,control,view,5.228990911
33:21.1,479770,experiment,view,92.47053573
34:37.8,576540,control,view,103.3893298
24:33.0,582181,control,view,213.697896
49:11.0,227638,experiment,view,123.5071396
11:37.0,712158,control,view,0.765068837
12:53.3,257028,control,view,71.24261866
17:34.0,488604,experiment,enroll,66.56804583
34:22.1,359747,experiment,view,174.0539921
53:40.8,520547,control,enroll,58.60375806
25:48.7,414950,control,view,33.15359554
58:04.6,885738,control,view,144.902121
23:21.2,781275,control,view,200.6171938
47:12.6,884109,control,view,253.1765443
36:07.1,358678,control,view,184.6998409
38:32.1,537581,control,view,0.567641281
47:39.9,214192,experiment,view,43.26865245
43:59.7,413202,control,view,176.2826901
16:19.6,518555,experiment,view,180.8307636
32:17.3,341936,experiment,view,116.6427588
38:21.5,499283,experiment,view,261.7501772
44:46.1,410671,experiment,view,141.2118683
01:44.3,554883,control,view,32.88918058
29:46.9,607449,experiment,view,46.81345266
38:44.0,347321,control,view,23.91326138
38:48.2,429974,control,view,65.74755435
59:02.7,792440,control,view,101.3663592
56:25.4,818562,experiment,view,96.95811359
38:01.2,544760,control,view,209.8688739
08:08.5,848007,control,enroll,183.323619
29:27.2,723627,control,view,2.136277031
58:56.1,244511,experiment,view,144.2836417
57:43.2,757103,control,view,69.0946719
58:20.9,837192,control,enroll,258.3805254
58:33.9,724041,control,view,235.8110562
22:38.8,873805,experiment,enroll,109.7141218
44:03.4,638233,control,view,68.01175321
12:46.4,815838,experiment,enroll,21.56117312
02:33.8,520871,control,view,21.11353164
59:38.8,791122,control,view,234.8747708
17:19.0,739218,control,enroll,58.1948526
56:09.0,918005,control,view,16.81367017
31:32.1,849995,experiment,enroll,176.0544105
22:26.8,245666,control,view,118.7158565
13:55.1,522484,experiment,view,79.99401387
22:25.9,239741,experiment,enroll,57.27577312
35:03.0,588747,control,view,189.606234
22:29.8,830270,experiment,view,149.3092241
28:45.4,587463,control,enroll,176.8090086
55:47.7,196399,experiment,view,231.7447126
59:12.7,701630,experiment,view,109.2723137
32:31.8,263852,control,view,82.48310682
54:54.0,924150,control,enroll,7.662106104
15:23.0,886464,control,enroll,165.7285887
46:31.9,846692,control,enroll,20.7089449
07:05.5,714157,experiment,view,33.03289498
06:15.4,234857,experiment,view,130.1301505
38:19.8,903423,experiment,view,18.8480819
08:51.6,835829,control,view,93.73491946
44:42.7,490414,control,view,61.41222624
05:40.5,917531,control,view,56.84035941
14:55.7,284198,control,enroll,149.3218353
41:16.4,331708,experiment,view,60.51188714
48:25.6,898291,control,view,139.7927827
54:47.0,831777,control,view,152.2599834
47:01.2,631496,control,view,56.41330376
07:54.5,893656,experiment,enroll,114.4605537
59:07.1,360162,control,view,91.03577177
13:06.5,685131,experiment,view,119.9441627
01:58.0,242451,experiment,view,162.2685407
10:28.9,598507,experiment,enroll,170.3760396
59:41.6,487716,experiment,enroll,177.9752234
00:44.3,575494,control,enroll,137.8670978
33:52.2,632496,control,enroll,152.9942074
54:57.5,446229,control,enroll,170.2384881
18:48.7,732585,experiment,view,166.9752971
32:59.8,283050,control,view,44.39616107
41:04.2,883320,control,view,193.8985421
01:55.4,421955,experiment,view,178.5761875
28:24.5,609614,control,view,279.8459548
57:28.9,356139,control,view,63.17217258
49:42.1,200876,experiment,view,248.2407921
02:20.1,732243,control,view,83.99734823
09:07.8,260431,experiment,view,130.0741373
32:45.1,923850,experiment,enroll,206.5569434
44:06.3,587634,control,view,187.3918448
32:14.4,841632,experiment,view,243.7312899
33:33.7,913156,experiment,view,54.36248807
44:33.5,498206,experiment,view,63.08192981
48:22.8,219829,control,view,120.4494362
34:01.6,418438,control,view,165.7494499
13:58.8,516476,experiment,view,67.79207668
21:38.6,724686,control,view,325.3605805
19:37.0,265698,control,view,126.576818
23:21.8,668031,control,view,4.035522324
37:10.0,463093,experiment,view,101.5621605
40:55.2,782172,control,enroll,134.7656641
59:49.0,876840,control,view,28.15537759
07:59.4,449359,experiment,view,82.19099539
12:32.6,465799,control,view,116.7418947
24:53.5,222941,control,view,107.1012447
31:24.6,704468,experiment,view,25.80470432
38:00.2,679788,experiment,view,93.33973018
52:28.6,595191,experiment,view,274.4112817
52:46.0,286765,experiment,view,157.1766821
00:10.4,404953,experiment,view,238.9159816
00:56.8,780744,experiment,view,209.0093649
32:45.9,247514,control,view,121.5052709
15:05.4,676977,experiment,view,25.76589098
28:09.8,193349,experiment,enroll,223.6888821
00:57.8,795016,experiment,enroll,176.2566607
45:54.5,717870,experiment,view,285.1351252
59:42.9,656851,control,view,55.34145388
29:30.7,764139,control,view,146.3126536
29:59.1,437792,experiment,enroll,182.9467965
31:15.5,686187,experiment,view,177.5577432
45:58.8,533891,experiment,view,228.330637
09:52.1,512866,control,view,96.06668425
29:07.9,350891,experiment,view,188.813197
56:32.9,460544,control,view,118.9138477
03:10.0,715752,control,enroll,86.23678142
12:23.4,707373,control,view,44.52302405
47:30.7,489004,experiment,view,255.7965418
12:05.9,290096,experiment,view,34.72432593
17:52.0,838499,experiment,view,147.5470142
00:29.3,415168,control,enroll,50.49884221
38:04.8,712481,experiment,view,247.0167355
02:34.4,657144,control,view,144.6954909
43:20.8,192583,control,enroll,117.0706395
11:36.9,297273,control,view,148.217125
09:44.3,842563,experiment,view,277.3558786
45:19.9,627148,control,view,12.51615753
21:23.4,494464,experiment,view,175.8953281
44:56.6,780941,control,view,183.0598681
40:36.3,363379,experiment,enroll,230.9967559
07:03.2,680019,experiment,enroll,65.02610844
57:44.3,491362,experiment,view,65.53989217
42:02.3,416514,experiment,view,164.5762
10:57.4,752529,experiment,view,91.16383764
31:04.3,347638,experiment,view,97.72588165
53:29.0,454331,control,view,67.76909396
20:13.5,888726,experiment,enroll,151.3447154
33:00.0,799527,control,view,198.0727166
25:32.3,437534,experiment,view,262.1746842
22:21.9,668912,experiment,view,145.2171958
30:53.3,771304,experiment,view,93.68923771
31:50.9,833541,experiment,view,59.92069621
52:32.4,190350,control,enroll,127.9241702
14:22.2,449572,experiment,view,119.7196242
14:49.8,487020,control,view,21.82756237
16:14.7,426243,control,view,113.9392166
25:32.4,847473,experiment,view,135.3974415
32:08.9,402881,experiment,enroll,176.3022992
48:42.0,507556,control,enroll,193.1424541
50:31.4,539423,experiment,enroll,23.21669739
42:43.6,821297,control,view,31.30367538
41:18.0,465597,experiment,view,141.0177128
50:05.4,500461,control,view,88.01889148
00:44.7,419367,control,view,198.7405445
35:11.0,519853,control,enroll,58.04007189
23:48.3,257061,control,enroll,176.5814668
00:30.9,258249,experiment,enroll,191.0026482
10:49.2,842284,experiment,view,222.6433489
33:57.2,648512,control,view,152.0896907
11:00.6,796772,experiment,view,203.6227902
14:49.3,771152,experiment,enroll,178.6978545
19:36.1,700569,control,view,68.28512932
09:47.0,610432,experiment,view,53.44295923
28:21.7,213614,experiment,view,134.6155963
37:18.3,394443,experiment,view,104.4294153
47:27.0,769212,experiment,view,67.92217684
24:49.4,413878,experiment,enroll,81.50335823
24:51.0,594109,experiment,view,166.0850154
04:25.5,680753,experiment,enroll,158.1891389
16:18.3,823079,experiment,view,60.61141487
23:37.6,800205,control,view,155.4583534
25:27.7,234171,control,view,87.08362486
18:48.1,599476,experiment,view,138.7407067
41:17.9,534094,experiment,view,123.4683533
02:54.9,414748,control,view,157.461209
39:40.4,226264,control,view,183.3615046
54:42.0,201955,experiment,view,188.3031305
49:14.5,639621,control,view,201.224409
03:53.2,801863,control,view,91.70052539
09:19.0,615450,control,view,83.40642975
41:59.9,381072,control,view,69.71245959
22:33.1,935259,experiment,enroll,182.1631041
34:34.6,341863,control,view,95.38970005
42:29.2,535631,experiment,view,140.0701163
17:27.6,724590,experiment,view,99.75969114
18:42.4,724590,experiment,view,99.75969114
03:02.4,892832,experiment,enroll,63.73862366
07:35.0,726005,experiment,view,140.2092056
59:27.8,310429,experiment,view,31.73712827
11:10.0,273982,control,view,249.7334495
54:13.3,545553,experiment,enroll,152.2079217
36:11.4,666989,control,view,18.17467604
18:00.1,702893,experiment,view,130.0333573
17:18.9,765883,control,view,187.4550589
19:13.5,360215,experiment,view,111.6915253
08:17.0,874572,experiment,enroll,49.25797671
02:32.9,825171,control,view,73.88377841
21:10.4,819179,experiment,view,151.390619
53:34.2,470135,experiment,enroll,4.857036673
24:12.4,763541,control,enroll,170.880279
36:03.1,602875,control,view,103.2916506
25:15.0,863983,experiment,enroll,100.9875582
24:03.3,808489,control,view,177.5050133
28:53.1,312322,experiment,view,60.76228187
32:12.8,670967,experiment,view,80.24728218
32:04.7,213336,experiment,view,210.8055443
33:21.5,598214,experiment,view,275.672722
41:25.2,190889,experiment,view,245.8411091
45:35.5,506275,control,enroll,8.333170536
17:50.1,234318,experiment,view,208.7178958
34:03.6,288662,control,view,110.3919873
18:47.4,698778,experiment,view,65.63442722
35:55.9,715064,experiment,enroll,61.49663252
00:58.2,501202,control,view,140.2284503
07:27.7,754711,experiment,view,184.4334207
57:23.7,583472,control,view,149.3018144
16:51.9,270504,experiment,view,10.97569386
33:07.6,609304,control,view,195.5888446
40:26.9,228287,control,view,253.0210633
05:24.7,185330,control,enroll,145.6892523
37:57.9,314334,control,enroll,160.4554492
28:43.5,584905,control,enroll,203.340113
58:41.6,902711,control,view,151.4992443
17:29.7,230291,experiment,view,230.7983137
52:40.8,376034,experiment,view,115.8741426
05:13.0,314669,experiment,view,65.26677787
05:14.7,451085,control,enroll,75.90439076
05:45.4,314669,experiment,view,65.26677787
52:34.1,704840,experiment,view,56.02014156
35:22.9,426595,control,enroll,53.82349145
40:23.4,784508,experiment,enroll,83.40367714
46:38.0,872826,control,view,82.25244596
56:26.2,540208,control,view,92.63367691
18:05.5,328530,experiment,enroll,63.92245175
29:13.8,729984,experiment,view,136.8835869
16:59.0,824131,experiment,enroll,216.4256595
46:51.1,229144,control,enroll,63.82460889
59:29.2,215819,experiment,view,145.2518056
09:08.7,290715,experiment,view,226.2170537
25:36.3,755151,experiment,enroll,76.41512156
44:21.2,664550,experiment,view,224.1451123
24:53.5,347714,experiment,view,167.3918304
21:39.4,518159,experiment,view,145.2472257
33:57.3,391012,experiment,view,85.03481872
16:57.8,565239,experiment,view,94.34339964
25:02.4,530295,control,view,14.46368442
11:49.3,752424,experiment,view,315.5057524
50:38.2,300830,control,view,175.3197912
51:42.3,827740,control,view,66.71438202
55:25.3,512567,control,enroll,61.92427955
09:26.4,666440,experiment,view,222.602565
36:29.5,250145,experiment,view,177.6631599
48:05.4,286057,experiment,enroll,211.622154
48:30.2,222734,control,view,132.1377326
03:38.6,207923,experiment,enroll,122.7243613
19:10.1,479448,control,view,97.52460551
58:21.1,926038,control,view,82.61130559
04:08.8,201184,control,view,164.3811488
21:23.5,367323,experiment,view,207.97503
53:13.9,244343,experiment,view,125.0791376
01:48.8,710105,experiment,view,0.281778509
17:59.0,827045,experiment,view,75.32119843
43:00.6,223277,experiment,view,203.4889541
48:53.4,322227,experiment,view,84.31293457
09:23.2,506554,experiment,enroll,147.4823453
43:48.2,436545,experiment,view,122.6361093
27:46.1,228080,control,enroll,117.6206449
47:49.9,191536,control,view,143.5904187
39:59.2,474412,control,enroll,238.226808
34:58.4,412480,experiment,enroll,103.7870886
05:33.0,245401,experiment,enroll,180.3928548
06:11.5,215778,control,view,153.345475
26:39.7,423888,experiment,enroll,252.4020916
00:20.1,705720,experiment,view,191.4782228
15:26.4,746638,control,view,48.52937797
35:55.5,401687,control,enroll,42.94893399
38:46.0,245739,experiment,view,8.973350887
20:41.9,217378,control,enroll,157.0135748
58:29.0,482998,control,enroll,100.2841015
23:42.6,869593,experiment,view,145.702945
29:21.9,449244,experiment,view,61.0080831
30:25.8,449244,experiment,enroll,61.0080831
48:44.1,781267,experiment,view,198.8911419
00:09.6,724401,experiment,view,126.5190705
37:53.9,229626,experiment,view,101.3491828
31:35.8,932109,experiment,view,218.3961361
27:56.8,746753,control,view,15.26572846
55:51.9,272377,control,view,110.5470017
24:26.9,488117,control,enroll,92.92007034
36:18.3,821879,control,enroll,259.0711694
00:53.6,238028,experiment,view,140.544576
06:34.4,831271,control,enroll,184.498144
40:16.7,567681,experiment,view,240.0546652
45:29.0,246741,experiment,view,33.56583637
30:11.4,893991,experiment,view,122.9651185
38:10.7,260631,experiment,view,216.0147046
38:29.5,487352,control,enroll,182.4865204
42:36.8,250826,control,view,110.6274137
43:45.5,327540,experiment,view,176.4200628
37:51.1,346148,control,enroll,57.85774949
17:01.6,738075,control,enroll,218.9447486
18:36.8,732601,control,view,45.58446549
41:29.5,282642,experiment,view,239.8254676
55:01.1,278759,control,view,46.6172459
19:51.5,475497,control,view,181.7188371
14:36.7,301122,experiment,view,217.7791602
27:58.3,571701,control,enroll,190.3421324
35:33.0,613742,control,view,47.90129659
52:39.8,511404,control,view,150.3595388
10:57.6,874521,experiment,view,216.758592
34:47.8,470483,experiment,view,111.0288753
29:44.2,555972,experiment,view,83.40300075
32:30.3,215550,control,view,160.9435307
56:29.2,287392,control,view,114.6879328
24:25.3,889878,experiment,view,125.4170962
58:34.4,526183,experiment,view,77.66611639
36:27.9,483568,control,view,83.83012202
40:55.0,805256,control,view,12.48480557
02:39.6,293949,control,view,43.55183276
07:40.9,460802,control,view,164.7813579
29:24.9,498367,experiment,enroll,121.4922853
41:52.0,836644,control,enroll,116.1805697
51:37.8,925635,control,view,36.64980048
01:00.3,852630,experiment,enroll,269.0095335
04:40.3,346484,experiment,enroll,213.5905897
03:20.4,805867,experiment,view,85.90963901
07:55.7,867687,experiment,enroll,231.0883093
42:42.9,729998,control,view,199.9161912
45:19.8,655773,control,view,221.3889285
00:28.9,399123,control,view,21.39799455
04:13.6,542117,experiment,view,50.04400501
35:01.1,502921,experiment,view,78.00914399
42:32.5,820576,experiment,view,160.8223555
53:00.5,831510,experiment,view,18.13372152
02:00.0,360316,experiment,view,178.9679268
56:09.9,855757,experiment,view,249.6846554
05:20.7,636484,control,view,76.24125457
09:58.0,550074,control,view,208.1133353
48:03.5,569630,experiment,view,119.642006
08:41.2,459661,experiment,view,242.0770558
04:24.1,868072,experiment,view,11.76085912
18:16.7,794778,control,view,69.92490002
32:11.5,858718,control,view,215.3389584
38:14.5,891784,control,view,89.77984671
11:56.2,311924,control,view,65.62264655
41:53.4,360091,control,view,17.76247797
36:50.2,609170,control,view,19.56565695
57:13.1,449975,experiment,view,63.52410163
59:32.4,864804,experiment,view,320.6689546
40:22.6,793710,control,view,99.44039377
15:03.5,409581,control,view,44.45545347
40:42.5,596551,experiment,enroll,171.8716611
41:27.6,599049,experiment,view,191.0160154
08:09.9,877614,experiment,enroll,51.80893057
54:45.5,274688,experiment,view,151.6495419
06:31.0,890062,control,view,118.7577573
36:53.1,526612,control,view,66.70214463
12:43.4,658861,control,view,182.7725002
47:26.3,767153,control,enroll,195.1613403
48:21.1,767153,control,view,
57:50.3,357860,control,view,205.4954757
11:13.9,196162,experiment,view,152.5765757
23:44.3,511495,experiment,view,124.2763636
59:23.3,753380,experiment,view,137.1520422
28:37.4,906210,control,view,216.5719191
40:01.3,421431,control,view,109.5955056
24:41.5,250864,experiment,view,247.3851167
25:21.1,648965,control,enroll,166.5736795
36:37.6,238892,experiment,view,59.4213267
31:38.2,420273,control,enroll,45.44488624
31:50.5,588684,experiment,view,119.9844466
43:20.1,226422,experiment,view,70.63101063
41:58.4,399256,experiment,view,68.38167054
58:50.1,461239,control,enroll,63.78170534
36:14.3,577158,experiment,view,19.60713672
49:14.3,310722,experiment,view,150.178583
00:33.7,748503,experiment,view,94.20473285
09:02.3,906328,experiment,view,207.2377758
30:54.9,252789,control,view,15.97952062
55:27.1,441809,experiment,view,181.3046723
25:08.7,801375,experiment,view,114.6823678
57:08.2,507176,control,view,151.6850078
51:21.7,801293,experiment,view,146.2028374
14:24.0,564921,control,view,160.8027056
52:33.4,263360,experiment,view,52.01334375
13:55.2,413122,experiment,enroll,123.7806464
45:10.5,491480,experiment,view,107.8865676
46:52.7,321778,experiment,view,34.76009614
04:40.3,376218,experiment,enroll,237.4360281
45:57.4,468419,experiment,view,46.13748996
11:32.0,439990,control,enroll,242.4316125
12:44.1,502910,experiment,view,110.6450703
58:53.0,803444,control,view,71.21719348
48:49.8,481705,experiment,view,107.6581814
59:25.3,827262,experiment,enroll,98.42839145
10:19.3,494105,control,enroll,54.94763202
10:22.2,786242,experiment,view,36.57038298
56:59.4,636017,experiment,view,234.3544549
25:17.1,498430,control,view,119.1183096
33:44.0,684831,control,view,145.3992139
10:02.7,389939,control,view,76.79612656
44:33.1,588405,experiment,view,46.88923548
21:50.4,505553,experiment,view,105.6788199
07:29.8,735733,control,view,171.0084249
10:53.0,301323,experiment,view,59.45973261
48:43.4,504987,experiment,view,44.25395983
16:43.7,921977,control,view,268.1524463
40:49.8,497959,control,view,60.3055808
54:50.8,412228,experiment,view,138.6893553
12:00.2,899071,experiment,view,158.6425325
55:22.4,415105,control,view,106.9219975
56:58.6,527653,control,view,111.1089242
01:03.9,320716,control,enroll,39.7403456
06:30.4,763531,experiment,view,82.07244626
23:02.0,481074,control,enroll,177.2209811
46:15.2,365247,experiment,view,101.9002644
03:33.0,424275,experiment,view,105.2623916
17:32.6,585937,experiment,enroll,46.10108491
50:29.5,564383,control,view,55.73533697
12:28.6,411316,experiment,enroll,99.64093392
22:36.9,213119,control,view,73.77507983
41:18.7,201728,experiment,view,157.5526684
01:19.3,281074,control,enroll,188.4509545
20:53.7,379256,experiment,view,215.1424373
20:44.8,725937,experiment,enroll,61.66466087
36:06.8,196115,control,view,11.10119536
37:41.6,196115,control,enroll,
12:47.4,878149,experiment,enroll,155.7406609
13:02.6,520758,control,view,212.6394089
28:38.1,547886,experiment,view,67.37897209
39:14.3,372323,experiment,view,69.34312566
44:03.6,621615,experiment,enroll,3.93345211
50:50.9,439693,control,view,195.2518387
55:05.9,724095,control,view,23.87120716
07:54.6,840471,control,view,254.4234476
06:25.6,639253,control,view,202.6575412
01:37.6,420200,control,enroll,109.1763226
07:10.9,513251,control,enroll,209.5765277
12:54.1,450224,control,view,97.64476095
23:51.1,918524,control,view,37.78759494
02:07.5,290055,experiment,view,61.22146176
02:38.7,929649,control,enroll,156.4243442
32:53.7,276758,control,view,56.8828827
32:11.4,226315,control,view,100.1524402
08:16.1,924955,experiment,view,125.0235193
38:58.6,418650,control,view,181.9624395
50:39.3,218372,control,view,121.8476912
13:02.6,905672,experiment,enroll,58.28564615
32:43.7,663692,control,enroll,88.54363309
18:12.2,826894,control,view,70.61601366
10:23.2,334382,control,view,221.0232949
40:43.6,542999,control,enroll,259.3687382
41:44.6,542999,control,view,
56:01.9,692020,experiment,view,169.1752134
22:26.0,210701,experiment,view,76.42861232
49:25.9,827197,control,view,187.1950244
49:42.3,469405,control,view,23.67255168
41:54.2,518769,experiment,view,178.9396649
29:02.5,275927,control,view,244.4626598
22:10.0,634763,control,view,140.2225908
45:02.3,725428,experiment,view,224.699533
29:52.6,371124,experiment,view,152.6652655
36:08.4,445761,control,view,110.5572936
51:45.1,330647,experiment,view,33.14711493
26:16.8,642194,control,enroll,87.80376091
38:15.2,557826,control,view,180.697763
16:19.2,731368,control,view,95.77565753
01:39.6,691429,experiment,enroll,127.1090674
42:03.9,408915,control,view,88.1604103
00:30.3,302602,control,view,140.2908799
08:47.2,925122,experiment,view,66.92016164
24:41.9,235315,control,enroll,107.8696417
11:23.5,774856,experiment,view,172.1972041
43:41.0,804126,experiment,view,220.845016
50:19.7,412304,control,view,54.22321481
03:42.4,574796,experiment,view,150.95944
37:46.1,796908,experiment,view,90.92840617
48:46.2,360720,experiment,view,219.2824558
47:38.7,219237,control,enroll,162.4815331
28:41.0,632251,control,enroll,97.98717318
14:14.8,848889,control,enroll,29.88648368
43:05.8,295221,control,view,49.61783817
49:09.1,654603,experiment,view,63.15378243
10:40.5,890952,control,enroll,0.642043416
41:29.0,855630,control,view,271.4194153
00:05.2,250575,experiment,view,142.7468951
48:32.2,795664,control,view,31.55441616
24:50.8,308832,experiment,view,205.6044433
25:05.4,336539,control,view,49.02248092
42:42.5,532737,experiment,view,56.44375062
32:11.5,729525,control,enroll,84.07492884
34:02.3,838512,control,view,82.64469723
35:45.7,673044,control,view,98.90864506
37:36.9,407786,experiment,view,195.076189
21:48.8,525121,experiment,enroll,14.28868287
05:55.1,393252,experiment,view,37.23023515
02:48.5,609811,experiment,view,156.856172
18:09.5,730048,control,view,126.834101
55:18.3,644085,experiment,view,134.9855572
56:01.6,823790,experiment,view,7.042825156
10:36.2,889514,experiment,view,289.4073875
53:04.5,278468,experiment,view,233.7779999
42:10.4,873485,experiment,view,30.32467243
14:05.7,895315,experiment,view,14.76603202
19:57.1,801389,experiment,view,54.93895269
24:40.5,272103,experiment,view,90.58830369
26:48.6,377181,control,view,133.1113146
06:23.5,664779,control,view,42.64009945
20:25.9,425230,experiment,view,177.1793932
32:01.1,909718,control,view,81.38627738
43:17.3,784678,experiment,view,51.02649336
08:51.1,261070,control,view,186.6459947
10:04.6,297399,experiment,enroll,52.52513866
14:45.9,719363,control,enroll,165.1388417
16:06.7,544260,experiment,view,103.304073
42:00.8,625086,control,view,217.3201487
11:07.8,801045,experiment,view,31.00185611
40:45.6,391530,control,view,112.5813569
00:01.8,627242,experiment,view,90.39177941
36:13.7,319995,experiment,view,222.2176626
50:54.7,533420,control,view,122.2876206
55:25.5,628242,control,enroll,68.39367282
56:32.3,262260,experiment,view,4.325198598
22:50.5,531707,experiment,view,159.4310638
41:52.6,599303,control,enroll,245.4230177
42:50.4,599303,control,view,
51:56.9,528634,experiment,view,54.24192474
58:13.2,821261,experiment,view,354.1584575
27:00.1,890889,control,view,77.38550702
33:13.0,341823,control,view,126.8742326
20:41.9,490187,control,view,39.05447004
31:46.6,257711,control,view,19.65065529
08:27.2,522388,experiment,view,219.1920842
14:23.0,720183,experiment,view,41.47141859
50:46.9,779007,experiment,view,49.99395284
07:01.7,281907,control,view,183.2693383
07:53.0,281907,control,view,
38:34.1,382185,control,view,79.20626996
08:31.9,776961,control,enroll,204.7106195
55:51.8,204769,experiment,view,132.2732807
21:35.7,784303,control,view,98.22798794
04:24.8,527369,experiment,enroll,164.9815853
09:31.7,898417,experiment,view,128.1044869
02:26.8,586186,experiment,view,141.0461769
17:53.9,342656,control,view,70.79813457
25:36.6,406726,experiment,enroll,108.8491067
33:15.6,770980,experiment,view,158.5522137
20:56.7,470282,experiment,enroll,61.39574459
36:32.8,356113,control,view,55.51925048
36:34.7,349318,experiment,view,240.7073713
41:20.3,741985,experiment,view,78.52356326
03:03.9,804696,control,view,215.4712901
08:02.8,322193,experiment,enroll,56.12581519
14:54.9,685184,experiment,view,229.7970758
46:18.4,761850,experiment,view,96.38297859
34:08.4,820134,experiment,view,98.81900957
59:55.8,929579,experiment,enroll,111.5694827
24:40.9,686322,control,view,134.0478943
55:01.2,411520,control,enroll,47.69250335
39:58.8,465931,experiment,view,107.1320177
41:42.4,881207,control,view,99.95914184
28:58.1,385308,control,view,131.6435676
12:06.3,626108,control,view,20.83709025
29:18.9,848848,experiment,view,121.636611
41:50.7,381744,experiment,view,202.2024576
42:03.2,381744,experiment,view,202.2024576
56:02.8,830485,control,view,81.20799009
07:40.1,739822,experiment,enroll,10.45413216
16:56.8,413296,control,view,267.7770605
31:06.0,380293,experiment,view,186.9307223
42:03.9,187367,control,view,71.73626851
54:04.0,210335,experiment,view,173.7591719
18:05.5,888187,experiment,view,173.4533357
53:20.0,586871,control,view,42.3308415
58:56.5,311522,experiment,enroll,25.28877858
26:09.6,774220,control,view,233.4529642
28:11.0,650922,experiment,view,11.26109634
45:48.8,634157,control,view,69.14444226
51:25.4,496225,experiment,view,133.1362365
23:24.3,912025,control,view,122.6030354
22:26.5,468205,experiment,view,135.1194869
40:11.1,243984,control,enroll,101.7769189
51:24.9,857532,experiment,view,87.52055404
55:06.8,339748,control,view,170.7556071
01:27.8,778737,experiment,view,206.6304816
09:24.2,622034,experiment,view,74.50900995
28:24.0,514267,experiment,view,212.4915151
00:39.2,794086,control,view,42.8465398
03:51.0,575845,control,enroll,127.1819759
